treatment_company,azimuth,md_ft,tvd_ft,date_on_production,operator,footage_lateral_length,well_spacing,porpoise_deviation,porpoise_count,shale_footage,acoustic_impedance,log_permeability,porosity,poisson_ratio,water_saturation,toc,vcl,p_velocity,s_velocity,youngs_modulus,isip,breakdown_pressure,pump_rate,total_number_of_stages,proppant_volume,proppant_fluid_ratio,production,difference_in_days,difference_in_weeks,difference_in_years
treatment_company_10,-32.279999,17649,7939.0,2018-11-01,operator_4,8623.0,2138.8274,5.51,22,8108,32889.42,0.44,0.02,0.33,,,0.59,13187.58,7039.6,31.16,5087.0,,98,44,,1.4,3782.305129,1934,276.2857142857143,5.298630136986302
treatment_company_8,-53.18,11645,7980.0,2014-07-01,operator_26,3564.0,1607.8577,353.76,1,4086,32176.92,1.08,0.05,0.32,0.68,5.42,0.82,12599.2,7379.32,32.68,5032.0,,90,11,4121600.0,0.97,1010.513559,3518,502.57142857142856,9.638356164383561
treatment_company_12,2.48,12520,8573.0,2013-07-01,operator_9,3669.0,2719.2476,16.06,4,2297,34764.4,0.88,0.05,0.28,,4.12,0.47,11642.67,7067.2,31.58,6163.0,9986.0,92,20,5904593.0,1.37,873.411474,3883,554.7142857142857,10.638356164383561
treatment_company_1,-49.650002,15653,5765.0,2017-10-01,operator_13,9280.0,3902.2336,5.53,7,4655,27931.42,0.26,,0.34,,4.68,0.62,13241.47,6972.52,30.98,3788.0,,89,46,24777582.0,1.02,1514.900274,2330,332.85714285714283,6.383561643835616
treatment_company_5,-46.98,11903,5475.0,2013-07-01,operator_15,5526.0,,35.35,12,4633,31163.96,0.28,0.02,0.33,,4.68,0.62,13204.97,6985.98,31.03,3424.0,,89,16,5368545.0,1.22,1562.272694,3883,554.7142857142857,10.638356164383561
treatment_company_5,-1.71,13295,7286.0,2015-02-01,operator_11,5440.0,4428.6445,41.17,5,4278,28723.7,0.56,0.03,0.33,0.79,4.58,0.5,13056.54,7102.17,31.36,5529.0,,70,28,8293600.0,0.99,1191.836063,3303,471.85714285714283,9.04931506849315
treatment_company_4,-27.1,10777,6054.0,2012-07-01,operator_1,4143.0,879.65747,0.33,32,13729,34692.69,0.54,0.02,0.21,0.75,4.7,0.42,13552.74,6795.61,26.41,4634.0,5956.0,99,11,5450259.0,1.26,2509.09978,4248,606.8571428571429,11.638356164383561
treatment_company_8,-22.25,12312,6136.0,2012-07-01,operator_6,6041.0,2852.9058,4.69,3,0,31180.98,0.9,0.05,0.22,,4.84,0.72,10938.52,6779.6,26.01,4172.0,,73,11,7750996.0,1.3,1272.345292,4248,606.8571428571429,11.638356164383561
treatment_company_8,-55.029999,13707,6503.0,2016-01-01,operator_26,6553.0,791.7403,73.24,1,1920,29023.09,0.34,0.02,0.34,0.81,4.65,0.59,13166.69,7032.5,31.15,4831.0,6189.0,88,32,8536977.0,0.79,781.8192473,2969,424.14285714285717,8.134246575342466
treatment_company_12,-35.43,12021,6544.0,2012-07-01,operator_1,5176.0,5143.1685,6.01,7,0,31143.43,0.52,0.01,0.21,0.81,4.25,0.55,13071.26,6796.49,26.0,4780.0,,98,13,3644763.0,0.64,1354.756101,4248,606.8571428571429,11.638356164383561
treatment_company_11,-54.220001,15465,7366.0,2014-07-01,operator_14,6676.0,4218.4053,30.9,4,4174,34371.58,0.3,0.04,0.26,,3.91,0.59,11113.51,6782.48,28.44,5800.0,,81,33,12559157.0,1.06,5262.395867,3518,502.57142857142856,9.638356164383561
treatment_company_8,-43.490002,10690,7353.0,2013-04-01,operator_4,3010.0,1734.9403,450.37,1,0,30365.71,0.87,0.05,0.34,0.49,3.83,1.3,12795.79,6590.67,29.94,4983.0,,80,12,1572000.0,0.44,938.3756861,3974,567.7142857142857,10.887671232876713
treatment_company_5,2.6500001,13936,7256.0,2015-03-01,operator_11,5802.0,495.62256,14.27,6,297,29537.15,0.56,0.03,0.33,0.79,,0.5,13060.17,7101.29,31.36,5535.0,,69,29,8723403.0,1.03,1622.253328,3275,467.85714285714283,8.972602739726028
treatment_company_1,-41.939999,21343,6081.0,2018-04-01,operator_11,13995.0,2024.9224,70.55,12,10623,35339.0,0.68,,0.34,,5.0,0.42,13592.23,6950.44,30.82,4077.0,,91,70,35944792.0,1.14,3315.436126,2148,306.85714285714283,5.884931506849315
treatment_company_1,1.39,17898,6512.0,2018-10-01,operator_5,11136.0,3934.3613,104.88,3,0,30041.4,0.5,0.02,0.33,,4.83,0.56,13280.73,7014.03,31.04,3372.0,,75,50,24718622.0,1.12,3756.367646,1965,280.7142857142857,5.383561643835616
treatment_company_8,-56.619999,15190,8304.0,2015-05-01,operator_26,6306.0,5090.9937,5.66,14,9361,35500.58,0.35,0.03,0.32,,5.49,0.86,13106.77,7131.98,32.37,6137.0,,92,22,7917313.0,0.98,1468.465987,3214,459.14285714285717,8.805479452054794
treatment_company_1,-35.040001,14640,7887.0,2014-07-01,operator_25,6546.0,903.69232,3.94,6,2417,34719.56,0.28,,0.26,0.95,2.57,0.6,11119.27,6782.74,28.73,5878.0,,90,38,12298942.0,0.85,2572.248851,3518,502.57142857142856,9.638356164383561
treatment_company_1,-62.98,14189,,2015-12-01,operator_1,6574.0,2899.8076,106.58,3,7051,35006.8,1.21,0.05,0.31,,4.71,0.45,12638.59,6758.62,28.84,4749.0,,91,12,12761966.0,1.77,2433.940647,3000,428.57142857142856,8.219178082191782
treatment_company_12,,16326,7776.0,2019-03-01,operator_25,7620.0,,49.74,19,8536,34793.96,0.27,0.02,0.33,,4.68,0.63,13220.38,6970.94,30.98,5345.0,,97,41,15547840.0,1.65,2636.608476,1814,259.14285714285717,4.96986301369863
treatment_company_2,,13678,7094.0,2014-07-01,operator_20,6194.0,973.59308,28.0,13,6471,34786.71,0.53,0.01,0.33,0.8,4.78,0.41,13451.61,6934.0,30.82,4492.0,,108,11,5942799.0,1.75,1097.456344,3518,502.57142857142856,9.638356164383561
treatment_company_1,-28.690001,12606,6832.0,2017-03-01,operator_1,5121.0,902.85144,46.2,6,0,35033.39,0.27,0.02,0.33,0.86,4.66,0.61,13171.29,7015.34,31.11,4939.0,,100,50,9865250.0,1.06,2513.221547,2544,363.42857142857144,6.96986301369863
treatment_company_9,-14.28,13310,7046.0,2016-07-01,operator_14,5288.0,1799.9548,0.6,9,6476,29891.65,0.14,0.03,0.25,0.97,5.04,0.61,11543.63,6782.8,27.82,5269.0,6898.0,80,25,9481461.0,1.03,4404.194328,2787,398.14285714285717,7.635616438356164
treatment_company_5,-34.040001,15805,6613.0,2018-04-01,operator_5,8575.0,1330.3774,23.78,6,277,31193.17,0.47,,0.33,0.81,4.66,0.58,13179.29,7036.49,31.15,5091.0,,80,43,17397700.0,1.19,2256.564198,2148,306.85714285714283,5.884931506849315
treatment_company_1,-17.16,16012,6428.0,2017-04-01,operator_5,9334.0,1033.4312,331.48,1,0,35169.14,0.26,0.01,0.34,,4.68,0.61,13255.15,6964.58,30.96,3577.0,,77,45,22857492.0,1.09,2709.102928,2513,359.0,6.884931506849315
treatment_company_8,-50.57,12949,6884.0,2015-02-01,operator_4,5333.0,1847.6707,8.39,16,7341,34357.3,0.65,0.03,0.34,,3.98,0.79,12677.44,6693.39,30.2,4838.0,,80,25,8965499.0,1.24,483.0290875,3303,471.85714285714283,9.04931506849315
treatment_company_12,-40.200001,15240,8482.0,2013-01-01,operator_9,6297.0,758.83563,5.0,3,2288,35105.97,0.96,0.06,0.29,0.25,4.3,0.63,11831.43,7085.47,31.91,6537.0,,90,22,8622616.0,1.17,1127.188641,4064,580.5714285714286,11.134246575342466
treatment_company_4,-43.540001,18620,6219.0,2018-09-01,operator_7,11890.0,4269.1318,1.17,21,9945,34661.95,0.56,0.01,0.34,0.82,4.75,0.51,13393.22,7013.81,31.07,4101.0,,87,58,17332888.0,1.13,1067.101674,1995,285.0,5.465753424657534
treatment_company_10,-26.110001,11669,6463.0,2013-07-01,operator_11,4669.0,,48.88,1,0,35163.15,0.67,0.02,0.34,,5.15,0.39,13595.98,6950.15,30.83,4094.0,5865.0,70,23,8961191.0,1.1,664.3210982,3883,554.7142857142857,10.638356164383561
treatment_company_10,-27.690001,14233,7375.0,2017-11-01,operator_4,6608.0,4699.8047,4.64,4,3239,31913.86,0.5,0.03,0.33,0.87,4.73,0.56,12774.38,7148.56,31.67,5467.0,,100,40,13907320.0,1.08,3304.570137,2299,328.42857142857144,6.298630136986302
treatment_company_4,-40.139999,20870,7915.0,2018-08-01,operator_4,12419.0,1548.3195,3.39,3,2103,34235.23,0.35,0.05,0.34,,4.32,0.71,13211.25,6798.98,30.45,5151.0,,88,68,28334648.0,1.31,5013.576293,2026,289.42857142857144,5.550684931506849
treatment_company_5,-36.669998,13414,6725.0,2014-01-01,operator_24,6514.0,736.37634,3.55,9,0,35063.55,0.26,0.01,0.33,0.85,4.68,0.61,13255.15,6964.58,30.96,3957.0,8689.0,80,19,6787756.0,1.25,1524.127515,3699,528.4285714285714,10.134246575342466
treatment_company_16,-23.709999,13053,6977.0,2012-07-01,operator_14,5165.0,784.16071,14.88,12,5993,34802.6,0.85,0.03,0.27,,4.9,0.49,11355.43,6772.95,28.45,5171.0,,80,16,6002764.0,0.96,2785.443051,4248,606.8571428571429,11.638356164383561
treatment_company_4,-29.389999,13760,5948.0,2016-09-01,operator_7,7151.0,1499.1049,4.66,18,5682,34382.23,0.27,,0.33,0.81,4.66,0.61,13171.29,7015.34,31.11,4254.0,5530.0,94,37,9615817.0,1.15,1118.594927,2725,389.2857142857143,7.465753424657534
treatment_company_3,-30.030001,11113,6386.0,2017-04-01,operator_1,4102.0,,1.32,8,6829,34553.62,0.65,,0.33,,5.14,0.4,13591.62,6954.28,30.84,4923.0,,96,20,,1.35,3138.094544,2513,359.0,6.884931506849315
treatment_company_4,-15.93,14043,7370.0,2017-11-01,operator_4,5107.0,1361.5865,20.19,10,4149,30342.14,0.67,0.04,0.32,0.81,5.14,0.5,12599.43,7258.6,32.03,5612.0,,100,26,,1.42,2523.379448,2299,328.42857142857144,6.298630136986302
treatment_company_4,-27.940001,13970,6274.0,2017-01-01,operator_7,7075.0,2840.824,2.92,18,7260,34731.66,0.42,0.01,0.33,0.88,4.74,0.45,13604.97,6962.41,30.84,4211.0,,98,38,9910574.0,1.2,751.2064778,2603,371.85714285714283,7.131506849315069
treatment_company_4,,12160,6168.0,2015-04-01,operator_1,5240.0,1163.309,10.91,9,5188,31601.62,0.85,0.04,0.2,0.73,4.64,0.52,12415.61,6800.31,26.47,4182.0,,100,11,,1.79,1767.588199,3244,463.42857142857144,8.887671232876713
treatment_company_3,-24.690001,17792,,2014-11-01,operator_5,10212.0,3513.7339,0.79,12,4726,34428.64,1.28,0.07,0.34,0.4,4.32,1.75,12210.64,6420.06,29.61,5589.0,,67,51,11517301.0,0.85,2419.454963,3395,485.0,9.301369863013699
treatment_company_4,-30.879999,13262,5822.0,2017-05-01,operator_1,7054.0,1181.0917,11.01,18,0,30838.84,0.18,0.02,0.33,0.82,4.64,0.67,13309.81,6919.51,30.8,,8283.0,99,27,13402860.0,1.63,1041.479286,2483,354.7142857142857,6.802739726027397
treatment_company_12,-31.09,24789,7825.0,2018-11-01,operator_4,16714.0,1983.983,37.79,7,0,34548.16,0.04,0.03,0.34,,4.65,0.82,13022.52,6882.69,30.77,5298.0,,94,79,36321672.0,1.38,4825.762603,1934,276.2857142857143,5.298630136986302
treatment_company_9,-32.189999,17130,9639.0,2018-11-01,operator_6,7592.0,1675.9877,465.58,1,0,34653.08,0.31,,0.33,0.8,4.69,0.61,13250.88,6972.71,30.98,5562.0,9235.0,78,29,17241196.0,1.9,2464.732811,1934,276.2857142857143,5.298630136986302
treatment_company_10,-60.580002,11449,5836.0,2014-01-01,operator_11,4285.0,1988.1708,58.24,3,0,34579.82,0.63,0.01,0.33,,4.93,0.45,13486.3,6960.06,30.88,4032.0,,70,21,10181794.0,1.16,508.1048603,3699,528.4285714285714,10.134246575342466
treatment_company_4,-51.459999,14011,6460.0,2014-01-01,operator_1,6686.0,2191.6067,15.18,9,4263,33768.2,1.19,,0.3,,4.89,0.44,12693.71,6759.95,28.52,5111.0,,97,24,11847912.0,1.28,3133.792915,3699,528.4285714285714,10.134246575342466
treatment_company_1,-28.17,15848,5375.0,2017-08-01,operator_2,9939.0,641.11615,74.86,3,3389,34601.01,0.61,0.01,0.33,,4.91,0.44,13481.45,6949.85,30.85,4217.0,,96,36,15722028.0,1.38,1775.037333,2391,341.57142857142856,6.550684931506849
treatment_company_10,-55.200001,16996,8091.0,2018-10-01,operator_4,8063.0,1303.9523,12.11,24,9494,34570.38,0.05,0.03,0.34,,4.63,0.77,13099.4,6902.51,30.82,5306.0,9171.0,97,42,18499152.0,1.37,3082.962662,1965,280.7142857142857,5.383561643835616
treatment_company_12,,14142,8602.0,2014-01-01,operator_9,5289.0,1519.696,4.46,3,2669,34610.73,0.93,0.05,0.29,0.63,4.53,0.53,11769.87,7075.6,31.83,6346.0,,92,19,7360203.0,1.17,1002.476357,3699,528.4285714285714,10.134246575342466
treatment_company_10,-21.16,11389,6211.0,2015-01-01,operator_11,3956.0,1624.7056,23.55,7,0,34675.16,0.5,0.02,0.33,0.8,4.83,0.56,13280.73,7014.03,31.04,4168.0,,70,19,9272219.0,1.19,477.8780121,3334,476.2857142857143,9.134246575342466
treatment_company_3,-24.690001,17469,6687.0,2015-11-01,operator_5,10517.0,664.62738,10.39,3,0,35192.75,1.17,0.04,0.34,,3.72,1.67,12508.95,6588.71,29.99,4517.0,,70,53,12468760.0,0.88,2285.808545,3030,432.85714285714283,8.301369863013699
treatment_company_1,-55.669998,13927,7887.0,2016-01-01,operator_8,5584.0,,53.09,17,0,30983.37,0.38,0.02,0.34,,4.47,0.39,13435.97,6854.93,30.6,,,86,20,7778966.0,0.9,2149.332989,2969,424.14285714285717,8.134246575342466
treatment_company_17,-32.110001,18026,7891.0,2018-09-01,operator_12,9556.0,1617.8931,69.26,5,8291,35185.98,0.57,0.01,0.33,,4.87,0.43,13465.54,6951.16,30.86,6067.0,7133.0,80,48,16043951.0,1.06,1956.943779,1995,285.0,5.465753424657534
treatment_company_12,-35.900002,17464,8517.0,2019-03-01,operator_25,8801.0,4582.2153,13.95,16,0,34604.57,0.5,0.02,0.33,,4.74,0.6,13270.21,7043.91,31.14,5900.0,8781.0,78,51,22577852.0,1.54,6593.484356,1814,259.14285714285717,4.96986301369863
treatment_company_4,-11.13,15550,7519.0,2018-12-01,operator_14,7781.0,1343.4285,4.69,23,17763,34557.48,0.75,0.02,0.27,,4.78,0.52,11235.05,6774.05,28.7,5519.0,,108,30,14541990.0,1.08,4303.940533,1904,272.0,5.2164383561643834
treatment_company_9,-8.5,12134,7648.0,2019-03-01,operator_6,3999.0,2354.0215,7.14,7,3566,34639.91,0.52,0.01,0.34,,4.73,0.51,13400.65,6960.89,30.93,5836.0,,25,67,7523162.0,1.37,2702.632771,1814,259.14285714285717,4.96986301369863
treatment_company_10,-49.950001,16320,7833.0,2017-08-01,operator_4,8237.0,1356.6305,101.8,1,0,28042.73,0.16,0.03,0.34,,,0.56,13353.94,6845.13,30.58,5319.0,,98,40,17578782.0,1.62,3757.548752,2391,341.57142857142856,6.550684931506849
treatment_company_12,-64.620003,11109,5488.0,2018-09-01,operator_22,5371.0,3550.2051,11.02,5,960,34589.6,0.54,0.01,0.34,,4.77,0.42,13442.71,6930.59,30.81,4070.0,6045.0,99,26,,0.98,975.367286,1995,285.0,5.465753424657534
treatment_company_9,,12783,6146.0,2012-01-01,operator_17,5483.0,1000.2095,2.23,21,0,34812.56,0.59,0.05,0.25,,5.17,0.51,12748.54,6778.17,27.28,4776.0,,81,17,6297006.0,1.14,1079.893776,4430,632.8571428571429,12.136986301369863
treatment_company_1,,12483,8528.0,2012-02-01,operator_9,3524.0,,6.2,8,6331,35216.9,0.92,0.05,0.29,0.73,4.39,0.49,11736.28,7074.5,31.78,6228.0,,89,15,4781661.0,0.99,1135.969251,4399,628.4285714285714,12.052054794520547
treatment_company_1,-27.35,12645,6779.0,2014-08-01,operator_13,5182.0,2411.0374,7.57,9,0,30602.85,0.56,,0.33,,5.01,0.42,13608.12,6957.17,30.84,4453.0,,69,18,10277719.0,1.15,921.1654461,3487,498.14285714285717,9.553424657534247
treatment_company_1,0.73000002,16235,8355.0,2017-05-01,operator_11,6657.0,1048.8322,2.64,15,6772,33934.45,0.84,,0.32,,5.66,0.75,12547.66,7090.79,32.4,5517.0,,66,33,,1.52,1286.359809,2483,354.7142857142857,6.802739726027397
treatment_company_9,-16.370001,15586,6437.0,2018-05-01,operator_5,8765.0,4710.5996,10.01,33,2461,34761.52,0.62,0.01,0.33,0.81,4.8,0.37,13485.15,6917.72,30.77,3786.0,,75,44,716646.0,0.04,2127.471955,2118,302.57142857142856,5.802739726027397
treatment_company_18,-71.339996,10206,7789.0,2011-07-01,operator_8,2021.0,5085.5269,4.75,8,2590,35161.22,0.13,0.03,0.34,0.87,4.45,0.62,13316.86,6845.18,30.59,5410.0,9356.0,80,14,2910492.0,0.58,602.4660488,4614,659.1428571428571,12.64109589041096
treatment_company_10,-66.830002,9825,6142.0,2012-07-01,operator_11,3161.0,2736.9531,9.33,13,6081,32759.22,0.62,0.01,0.33,,4.85,0.46,13479.49,6980.1,30.95,,,69,14,4241077.0,0.94,490.3238739,4248,606.8571428571429,11.638356164383561
treatment_company_1,-33.700001,14891,8184.0,2016-12-01,operator_2,6395.0,3739.238,11.67,6,0,28696.29,1.8,0.17,0.2,0.72,4.34,0.52,11659.0,7159.28,29.94,6306.0,,73,22,13105906.0,1.74,1590.507633,2634,376.2857142857143,7.2164383561643834
treatment_company_2,-27.85,12220,5530.0,2016-03-01,operator_7,6361.0,1588.234,0.19,27,9397,33106.03,0.44,,0.3,,4.68,0.59,13206.37,7037.54,31.15,3777.0,,97,32,8099535.0,1.07,714.6774004,2909,415.57142857142856,7.96986301369863
treatment_company_10,-12.27,13884,6245.0,2012-01-01,operator_25,7476.0,,20.36,4,1484,34714.74,0.26,0.02,0.34,0.86,4.68,0.61,13247.61,6954.64,30.93,3737.0,,90,16,9466621.0,1.22,2214.885493,4430,632.8571428571429,12.136986301369863
treatment_company_1,-31.940001,13749,7991.0,2011-01-01,operator_20,5405.0,1002.5051,37.5,5,0,34736.92,0.95,0.06,0.3,0.89,6.05,0.41,11849.13,7041.91,31.72,5662.0,,78,14,4859500.0,1.28,1323.536531,4795,685.0,13.136986301369863
treatment_company_11,-11.8,12043,7289.0,2015-09-01,operator_14,4409.0,,54.12,5,2313,35110.83,1.11,0.03,0.3,0.69,4.56,0.45,11931.63,6764.08,28.89,5345.0,,80,24,9131972.0,1.04,4451.579319,3091,441.57142857142856,8.468493150684932
treatment_company_10,-63.009998,9852,6474.0,2012-07-01,operator_11,2588.0,,7.56,14,0,35185.86,0.36,0.02,0.33,,4.81,0.55,13285.61,7138.1,31.32,3723.0,5836.0,70,9,2724736.0,1.0,285.5748873,4248,606.8571428571429,11.638356164383561
treatment_company_1,-40.700001,20746,6079.0,2018-04-01,operator_11,13828.0,1498.5756,176.63,1,0,34733.24,0.59,,0.34,,5.06,0.45,13491.08,6981.19,30.93,4047.0,,89,70,34838792.0,1.1,2963.105807,2148,306.85714285714283,5.884931506849315
treatment_company_7,6.6199999,13487,8725.0,2014-07-01,operator_11,3708.0,1339.4045,0.17,18,6578,34845.05,0.38,,0.25,,4.57,0.59,11834.57,7095.95,31.01,5951.0,,70,20,2283359.0,0.86,2313.634337,3518,502.57142857142856,9.638356164383561
treatment_company_3,-19.879999,18198,7239.0,2014-12-01,operator_5,10802.0,,17.95,4,0,35273.5,1.26,0.06,0.34,0.39,4.36,1.67,12277.22,6434.2,29.62,5352.0,,72,54,12334750.0,0.82,2761.444065,3365,480.7142857142857,9.219178082191782
treatment_company_12,-57.029999,10750,5693.0,2015-08-01,operator_22,4757.0,3661.9871,1.7,8,4692,33425.71,0.63,0.02,0.33,,5.15,0.4,13588.36,6953.62,30.83,4547.0,5476.0,92,31,,1.11,779.6934771,3122,446.0,8.553424657534247
treatment_company_5,-38.599998,12065,6410.0,2017-05-01,operator_11,5249.0,758.32153,202.07,1,0,30410.21,0.31,,0.33,0.86,4.69,0.59,13269.06,6960.49,30.94,4204.0,6749.0,69,26,5700058.0,0.87,1076.378568,2483,354.7142857142857,6.802739726027397
treatment_company_4,-38.830002,11043,6684.0,2014-01-01,operator_1,4122.0,3144.865,91.25,2,0,34823.06,0.47,,0.34,,4.65,0.58,13177.63,7045.44,31.18,4721.0,,98,17,8432250.0,1.32,1542.269249,3699,528.4285714285714,10.134246575342466
treatment_company_4,-38.360001,22807,6995.0,2018-08-01,operator_14,14128.0,902.672,7.8,24,9872,32892.64,0.87,0.02,0.28,,4.63,0.49,11347.52,6771.6,28.73,5803.0,,101,79,35886388.0,1.09,7909.584263,2026,289.42857142857144,5.550684931506849
treatment_company_3,-29.370001,15253,6506.0,2015-06-01,operator_5,8491.0,5225.0894,10.19,11,0,35135.24,1.39,0.06,0.34,,,2.03,12195.96,6447.25,29.71,4891.0,5869.0,63,42,7915510.0,0.68,1469.704099,3183,454.7142857142857,8.72054794520548
treatment_company_4,-30.469999,13432,6763.0,2016-09-01,operator_14,6556.0,2396.3027,8.43,9,0,30890.67,0.76,0.05,0.26,0.79,5.13,0.5,12185.66,6775.06,27.67,4441.0,,83,35,11803257.0,0.92,5451.207392,2725,389.2857142857143,7.465753424657534
treatment_company_11,-52.16,10345,7285.0,2015-06-01,operator_14,2601.0,2146.3386,428.4,1,0,34746.05,0.84,0.01,0.28,,4.18,0.5,11378.67,6771.0,28.98,5540.0,,81,16,6086748.0,1.07,1510.448583,3183,454.7142857142857,8.72054794520548
treatment_company_4,-13.79,11410,7789.0,2015-10-01,operator_4,2959.0,1849.1641,2.2,16,4741,28440.9,0.14,0.02,0.34,0.89,4.66,0.72,13084.93,6961.8,31.01,5053.0,,100,20,5024220.0,0.98,1111.130826,3061,437.2857142857143,8.386301369863014
treatment_company_10,-59.43,13813,7752.0,2018-09-01,operator_4,5811.0,3712.647,53.63,4,0,30597.85,0.98,0.05,0.34,,4.61,0.03,13711.49,6818.98,30.48,5944.0,,100,29,12717979.0,1.41,1658.544047,1995,285.0,5.465753424657534
treatment_company_12,-20.889999,13628,7999.0,2017-10-01,operator_4,5379.0,3296.3186,15.26,14,5765,28461.63,0.06,0.03,0.34,,4.71,0.85,12952.48,6900.26,30.87,,9078.0,99,29,12600812.0,1.45,1514.538806,2330,332.85714285714283,6.383561643835616
treatment_company_5,-28.280001,12016,5966.0,2014-07-01,operator_1,5230.0,3002.6626,1.05,16,0,31432.92,0.89,,0.2,0.73,4.63,0.54,12287.06,6800.81,26.47,4112.0,6076.0,100,14,8359436.0,1.43,2033.049394,3518,502.57142857142856,9.638356164383561
treatment_company_1,-49.240002,13190,,2012-01-01,operator_20,4970.0,938.16425,19.02,11,5958,34590.42,0.92,0.06,0.3,,6.47,0.33,12475.17,7031.75,,5899.0,7191.0,101,12,4316838.0,1.42,768.0857073,4430,632.8571428571429,12.136986301369863
treatment_company_19,-43.82,17275,8220.0,2014-01-01,operator_20,8488.0,3972.731,0.18,5,0,34735.75,0.45,0.02,0.34,0.8,4.66,0.59,13193.31,7041.48,31.17,5212.0,,91,20,7615261.0,1.56,1953.965546,3699,528.4285714285714,10.134246575342466
treatment_company_10,-14.65,11248,7746.0,2017-08-01,operator_4,3252.0,3329.0073,6.52,11,6348,33405.79,0.5,0.01,0.34,0.87,4.69,0.39,13451.21,6904.38,30.74,5383.0,,64,45,5487165.0,0.92,2091.469162,2391,341.57142857142856,6.550684931506849
treatment_company_20,-10.12,14089,8170.0,2013-01-01,operator_1,5256.0,2818.7024,10.87,3,1950,35207.9,0.3,0.02,0.33,0.86,4.69,0.61,13239.1,6972.68,30.98,4445.0,,80,14,5057471.0,0.84,1220.962747,4064,580.5714285714286,11.134246575342466
treatment_company_3,-41.34,14812,7292.0,2019-03-01,operator_8,7014.0,,8.0,12,5139,34734.8,0.31,0.01,0.33,0.87,4.69,0.59,13263.63,6963.04,30.94,5400.0,8643.0,83,35,16873850.0,1.44,2568.174399,1814,259.14285714285717,4.96986301369863
treatment_company_5,-47.43,17611,7206.0,2016-01-01,operator_8,10206.0,,408.01,1,4827,34725.06,0.51,,0.33,,4.79,0.57,13337.93,7014.42,31.05,,,86,51,14825136.0,1.04,2164.30108,2969,424.14285714285717,8.134246575342466
treatment_company_12,-60.639999,14583,,2018-05-01,operator_4,6399.0,3249.7122,33.61,1,2776,32733.81,0.51,0.03,0.33,,4.67,0.52,12836.99,7135.52,31.58,4524.0,,98,33,14581083.0,1.43,2390.886612,2118,302.57142857142856,5.802739726027397
treatment_company_12,-13.66,15680,7287.0,2015-04-01,operator_8,8111.0,2822.9573,0.63,9,6315,33756.75,0.44,0.02,0.35,1.0,4.25,0.46,12593.32,7362.41,32.99,5636.0,,90,48,12000033.0,1.08,1157.210249,3244,463.42857142857144,8.887671232876713
treatment_company_1,-36.860001,11463,7142.0,2012-01-01,operator_4,3405.0,1502.793,4.55,13,0,29728.79,1.35,0.02,0.21,,5.1,0.59,12933.33,7029.52,29.27,5510.0,6590.0,100,11,5968323.0,1.3,827.2269082,4430,632.8571428571429,12.136986301369863
treatment_company_9,-25.99,15265,8067.0,2014-07-01,operator_17,6871.0,,72.27,11,8768,31973.39,0.09,0.02,0.25,,1.63,0.63,11162.8,6787.7,28.71,5830.0,7313.0,80,26,8749521.0,1.08,1260.701634,3518,502.57142857142856,9.638356164383561
treatment_company_2,-42.540001,13262,7315.0,2013-01-01,operator_20,5956.0,,11.27,4,543,28885.25,0.45,0.02,0.34,,4.67,0.59,13195.17,7037.21,31.15,4510.0,,92,11,4054853.0,1.18,788.2344192,4064,580.5714285714286,11.134246575342466
treatment_company_2,-36.98,15571,8728.0,2011-07-01,operator_20,6652.0,2201.3359,33.09,8,5924,34521.96,0.9,0.05,0.29,0.5,4.14,0.59,11775.92,7085.27,31.78,6132.0,,77,15,5298280.0,1.25,1928.363679,4614,659.1428571428571,12.64109589041096
treatment_company_5,-60.790001,11980,7638.0,2012-07-01,operator_8,3814.0,2975.199,0.61,9,4121,35137.85,0.56,0.01,0.34,0.86,4.77,0.41,13454.66,6928.02,30.81,5723.0,,68,12,1597680.0,0.41,637.1374945,4248,606.8571428571429,11.638356164383561
treatment_company_1,-53.23,14429,6675.0,2017-05-01,operator_13,7504.0,751.45831,17.75,6,0,33788.14,0.43,0.01,0.33,0.88,4.8,0.47,13597.75,6967.44,30.86,4536.0,,93,35,20687016.0,1.14,1449.833735,2483,354.7142857142857,6.802739726027397
treatment_company_12,-44.919998,13971,7997.0,2015-04-01,operator_27,5620.0,2556.1736,4.98,7,2311,34735.75,0.31,,0.33,0.89,4.68,0.62,13456.54,6916.17,30.79,5820.0,,86,18,14230171.0,1.44,1828.47005,3244,463.42857142857144,8.887671232876713
treatment_company_12,-35.41,15200,7258.0,2017-08-01,operator_8,7391.0,791.14294,2.29,10,0,28097.4,0.64,0.01,0.33,0.85,4.95,0.45,13488.08,6963.24,30.89,4854.0,,96,37,18546620.0,1.22,3513.421627,2391,341.57142857142856,6.550684931506849
treatment_company_5,-53.040001,12697,7457.0,2014-07-01,operator_1,4990.0,1252.728,187.68,3,2282,35230.46,1.14,0.03,0.31,0.71,3.91,0.48,12277.65,6760.19,29.52,5051.0,,100,12,5986507.0,1.35,1464.560798,3518,502.57142857142856,9.638356164383561
